DEBUG 2014-11-29 22:55:12,946 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubApplicationModule
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubCoreModule
DEBUG 2014-11-29 23:14:45,805 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:45,806 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:14:45,806 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubDataModule
DEBUG 2014-11-29 23:14:45,806 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.Web.breederhubWebModule
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubWebApiModule
DEBUG 2014-11-29 23:14:45,807 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:14:45,834 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:14:45,834 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:14:45,835 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:14:45,842 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-29 23:14:46,022 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-29 23:14:46,029 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-29 23:14:46,034 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Microsoft.Web.Infrastructure, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,034 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-29 23:14:46,054 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:14:46,070 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:14:46,070 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Linq.Dynamic, Version=1.0.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,071 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,077 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:14:46,077 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:14:46,077 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,096 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,117 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,119 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,149 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,151 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,160 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,160 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,165 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,166 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:14:46,195 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-29 23:14:46,199 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,200 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,200 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,200 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,200 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,201 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubApplicationModule, breederhub.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,201 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubCoreModule, breederhub.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,201 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubDataModule, breederhub.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,201 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.Web.breederhubWebModule, breederhub.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,201 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubWebApiModule, breederhub.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:14:46,203 [1    ] Abp.Modules.AbpModuleManager             - 10 modules loaded.
DEBUG 2014-11-29 23:18:26,036 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-29 23:18:26,541 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,549 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,549 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.AbpCoreModule
DEBUG 2014-11-29 23:18:26,549 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,551 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,551 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.EntityFramework.AbpEntityFrameworkModule
DEBUG 2014-11-29 23:18:26,551 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,556 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,557 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.WebApi.AbpWebApiModule
DEBUG 2014-11-29 23:18:26,557 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,557 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,557 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.AbpWebModule
DEBUG 2014-11-29 23:18:26,557 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,560 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,560 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.Mvc.AbpWebMvcModule
DEBUG 2014-11-29 23:18:26,560 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Antlr3.Runtime, Version=3.5.0.2, Culture=neutral, PublicKeyToken=eb42632606e9261f
DEBUG 2014-11-29 23:18:26,565 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-29 23:18:26,573 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubApplicationModule
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubCoreModule
DEBUG 2014-11-29 23:18:26,574 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,575 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,575 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubDataModule
DEBUG 2014-11-29 23:18:26,575 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.Web.breederhubWebModule
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubWebApiModule
DEBUG 2014-11-29 23:18:26,576 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:18:26,602 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:18:26,603 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:18:26,603 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-29 23:18:26,609 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-29 23:18:26,781 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-29 23:18:26,787 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-29 23:18:26,791 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Microsoft.Web.Infrastructure, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,791 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-29 23:18:26,810 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:18:26,824 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:18:26,824 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Linq.Dynamic, Version=1.0.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,825 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,831 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:18:26,831 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-29 23:18:26,831 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,849 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,868 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,870 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,895 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,897 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,906 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,906 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,911 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,911 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-29 23:18:26,940 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-29 23:18:26,944 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubApplicationModule, breederhub.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,946 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubCoreModule, breederhub.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,947 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubDataModule, breederhub.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,947 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.Web.breederhubWebModule, breederhub.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,947 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: breederhub.breederhubWebApiModule, breederhub.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:18:26,949 [1    ] Abp.Modules.AbpModuleManager             - 10 modules loaded.
DEBUG 2014-11-29 23:21:58,971 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-29 23:21:59,475 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,483 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,483 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.AbpCoreModule
DEBUG 2014-11-29 23:21:59,483 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,485 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,485 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.EntityFramework.AbpEntityFrameworkModule
DEBUG 2014-11-29 23:21:59,485 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,491 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,491 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.WebApi.AbpWebApiModule
DEBUG 2014-11-29 23:21:59,491 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,492 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,492 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.AbpWebModule
DEBUG 2014-11-29 23:21:59,492 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,494 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,494 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.Mvc.AbpWebMvcModule
DEBUG 2014-11-29 23:21:59,494 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Antlr3.Runtime, Version=3.5.0.2, Culture=neutral, PublicKeyToken=eb42632606e9261f
DEBUG 2014-11-29 23:21:59,499 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-29 23:21:59,507 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubApplicationModule
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubCoreModule
DEBUG 2014-11-29 23:21:59,508 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,509 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,509 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubDataModule
DEBUG 2014-11-29 23:21:59,509 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,510 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,510 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.Web.breederhubWebModule
DEBUG 2014-11-29 23:21:59,510 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: breederhub.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-29 23:21:59,510 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-29 23:21:59,510 [1    ] Abp.Modules.DefaultModuleFinder          - - breederhub.breederhubWebApiModule
